Reviews,Sentiment
 অসাধারণ অসাধারণ অসাধারণ!!! নিশো আর মেহজাবীন এর অভিনয় টা সব সময় নিখুঁত। নি-মে জুটির মত এত নিখুঁত অভিনয় করতে আর কোনো জুটিকে দেখিনি।....,positive
 আমি অনেক রাত জেগে এই নাট টা দেখেছি।লাইফে যতটা নাটক ও অন্যয়ন বা অনেক ভালো কিছু দেখেছি।তার মধ্যে অপুর্ব ভাইয়ের এই নাটক টা অনেক ভালো এবং পজিটিভ।সমাজকে বদলানুর জন্ন এরকম নাটক অনেক প্রয়োজন।যদিও বা নাটক টা অনেক আগে করা হইয়েছে।সময়ের কারনে দেখা হলোনা।আশা রাকি আগামি তে ও এরকম ভালো কিছু পাবো যাহা বর্তমান সমাজের এয়াংক যেনারেসন দের কিছুটা হলে ধূলা দেবে। so very very nice.                                           আমি ওমান প্রভাসি।,positive
 চোখে পানি এনে দিল  সত্যিই অসাধারণ একটি নাটক,positive
 ফালতু নাটক,negative
 অসাধারন একটা নাটক.....,positive
" আশাকরি  এই রকম  ভাল নাটক, আরো উপভোগ  করতে পারব,এক কথাই অসাধারন",positive
 নাটকটা অসাধারণ হইছে শেষ মুহূর্ত টা ভাল ছিল। আর গানগুলো খুবই ভালো লাগছে keep it up,positive
 অসাধারন...  ভালো লাগল... কিন্তু হিজাব টা যেহুতু দেখিয়েছে সেহুতু আরেকটু ঢিলে ঢালা পোশাক ব্যাবহার করার দরকার ছিলো,positive
" #নাবিলা সুলতানা ,,,যদি কখনো তোমার চোখ পড়ে,,,নিশোর অভিনয় টা অসাধারণ মনোমুগ্ধকর ছিল,,,",positive
" খুব সুন্দর একটা নাটক,,,সুন্দর একটা গল্প,,,, ধার্মিক দিকটাকেও সুন্দর ভাবে তুলে ধরা হয়েছে।ভালো লেগেছে।",positive
 অনেক ভালো লাগলো,positive
